#0	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E1.srt
#1	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E2.srt
#2	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E3.srt
#3	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E4.srt
#4	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E5.srt
#5	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E6.srt
word           total	0	1	2	3	4	5	example
grab           4	0	1	0	1	1	1	In and out, grab a few things-- no problem.
grabbing       1	1	0	0	0	0	0	Here I am, packing survival gear, she's grabbing photo albums....
grandma        1	1	0	0	0	0	0	Did you steal it from your Grandma Gene's house.
grandmother    1	0	0	0	1	0	0	And take your grandmother with you.
grandparents   1	0	0	0	1	0	0	The vatos trickle in to check on their parents, their grandparents.
grandson       1	0	0	0	1	0	0	I'm not here to arrest your grandson.
grateful       2	0	0	1	0	0	1	I can't tell you how grateful I am to you, Shane.
grave          1	0	0	0	0	1	0	You save a grave for me?
graveyard      1	0	0	0	0	1	0	You led us into a graveyard!
gravity        1	0	0	0	1	0	0	I don't think you fully appreciate the gravity of the situation.
gray           1	0	0	1	0	0	0	Is there a gray area here? Let me dispel it.
great          3	1	1	1	0	0	0	We didn't have a great night.
greater        1	0	0	0	0	0	1	that produces a blast wave of significantly greater power
greatest       1	0	0	0	0	0	1	and is used when the greatest loss of life
grid           1	0	0	0	0	0	1	No power grid.
grief          1	0	0	0	0	0	1	An end to sorrow, grief...
grimes         3	0	0	2	0	0	1	- Who are you?　- Rick Grimes.
grinder        1	0	0	1	0	0	0	and built-in grinder, honey.
ground         1	0	0	1	0	0	0	Spit his teeth out on the ground.
group          6	1	2	0	2	0	1	but in a group all round up and hungry...
gtaad          2	2	0	0	0	0	0	18號公路以南　GTAAD記錄 217 243以西
guarantees     1	0	0	0	0	1	0	There are no guarantees either way.
guess          13	3	3	2	3	1	1	I don't know why sometimes we guess.
guest          1	0	1	0	0	0	0	I'm back. Got a guest plus four geeks in the alley.
guests         2	0	0	0	0	0	2	Vi, say hello to our guests.
guillermo      2	0	0	0	2	0	0	- G? - Guillermo.
guilt          1	0	0	0	0	1	0	Without adding guilt into the mix, huh?
gun            21	11	7	1	1	1	0	- Gun, gun, gun. - Put it down!
gunfire        1	0	0	0	0	0	1	Maybe it was gunfire. I don't know what it was,
guns           24	0	1	9	12	2	0	And guns. Can I get to it?
gut            1	0	0	0	0	1	0	I was just telling Shane I think we should trust your gut.
guts           1	0	1	0	0	0	0	- We need-- we need more guts. - Oh god!
guy            7	1	1	4	1	0	0	quote from the Guy Gospel and say "Um, darling?"
guys           8	0	1	1	3	1	2	Don't leave me here, you guys.
habit          3	0	1	0	0	1	1	I can see you make a habit of missing the point.
habits         2	0	0	0	0	2	0	I guess I'll just add it to the list of habits that I'm breaking
hacksaw        3	0	3	0	0	0	0	Hey, see that hacksaw over there in that toolbag?
had            29	1	5	7	7	2	7	No, not with our herds, so we had to find a place to lay low.
haircuts       1	0	0	1	0	0	0	wishing for one of your mama's haircuts.
half           11	1	2	2	2	2	2	You cannot walk off like that, all half-cocked.
hall           1	0	0	0	0	0	1	There's a rec room down the hall that you kids might enjoy.
hallucination  1	0	1	0	0	0	0	- Ain't no damn helicopter. - You were chasing a hallucination,
hallways       2	0	0	0	0	0	2	They were slaughtering people in the hallways.
hammer         1	0	0	0	1	0	0	Feed him a hammer, he'd crap out nails.
hamstring      1	0	0	0	0	1	0	Let that girl hamstring us?
hand           4	0	1	0	3	0	0	those trucks, they always keep keys on hand.
handcuff       1	0	1	0	0	0	0	That asshole is out on the street with the handcuff keys?
handcuffed     4	0	0	3	1	0	0	and he's still up there, handcuffed on that roof.
handcuffs      2	0	0	1	1	0	0	we'll need to cut that chain and the handcuffs.
handed         2	0	0	0	2	0	0	One handed.
handguns       1	0	0	1	0	0	0	two high-powered rifles, over a dozen handguns.
hands          8	0	1	2	3	0	2	Show of hands, huh?
hang           2	0	1	0	0	1	0	- What do you have on you? - Hang on.
hanging        1	1	0	0	0	0	0	We're still hanging in.
hangover       1	0	0	0	0	0	1	Protein helps the hangover. -
happen         2	2	0	0	0	0	0	because my chromosomes happen to be different
happened       14	4	0	3	2	0	5	Shane, you do not tell Lori that happened.
happening      4	0	1	0	0	0	3	Hey, what's happening, man?
happens        8	0	2	0	2	0	4	- imagining things. It happens. - I saw it.
happy          2	0	0	2	0	0	0	He won't be happy to hear his brother was left behind.
hard           7	2	0	2	1	1	1	Be hard to miss.
harder         1	0	0	1	0	0	0	Well, try harder.
hardly         1	0	0	0	0	1	0	- No food, hardly any gas left. - Rick.
harmless       1	0	0	0	0	0	1	But you look harmless enough.
has            5	2	0	0	1	0	2	That vase has something special.
hat            2	0	0	1	1	0	0	You take this stupid hat and go back to "On Golden Pond"?
hate           3	0	0	1	0	1	1	I hate that you're doing this, man.
hattie         1	0	0	1	0	0	0	women wound up doing all the Hattie Mcdaniel work?
hauling        1	1	0	0	0	0	0	Out on the loading dock, hauling trucks.
have           89	17	8	14	19	15	16	I mean every woman, I ever let have a key, I swear to God.
having         4	0	1	2	1	0	0	You'd be having a major freak-out.
head           15	3	1	0	4	4	3	Imagine going to school with that in your head.
headache       2	0	2	0	0	0	0	You're giving me a headache, boy.
heading        4	1	1	0	1	1	0	That's where we were heading.
heads          1	0	0	0	1	0	0	Wouldn't piss on them if their heads were on fire.
hear           37	11	11	3	2	5	5	son of a bitch you'd ever hear to hear her tell it.
heard          14	1	2	4	0	4	3	I thought I heard him say something.
hearing        4	2	1	0	0	1	0	you've been hearing this your entire　life
hears          2	1	0	0	1	0	0	Anybody out there? Anybody hears me, please respond.
heartbeat      1	0	0	0	0	0	1	And I listened for a heartbeat and I did not hear one.
heat           3	1	0	0	1	0	1	Her skin gave off heat like a furnace...
heavily        1	0	0	0	0	1	0	It'll be heavily armed. We'd be safe there.
helicopter     4	0	3	1	0	0	0	Trying to flag the helicopter.
hell           42	5	11	8	9	2	7	I saw you get tagged, man, it scared the hell out of me.
hello          24	12	6	1	0	0	5	Hello. Hello.
hells          1	0	0	1	0	0	0	- Yeah. Yeah. - Hells yeah. Give me your mean face.
help           23	2	1	4	5	8	3	Nurse, help.
helping        3	0	0	2	1	0	0	Do you think I could have a second helping, please?
helps          2	0	0	0	1	0	1	He helps people.
hemorrhage     1	0	0	0	0	0	1	The adrenal glands hemorrhage,
her            25	7	2	6	0	7	3	son of a bitch you'd ever hear to hear her tell it.
herds          1	1	0	0	0	0	0	No, not with our herds, so we had to find a place to lay low.
here           136	20	16	22	32	24	22	You get that ambulance down here,
heroes         3	0	1	2	0	0	0	A diversion, like on "Hogan's heroes."
hesitate       1	0	0	0	1	0	0	I won't hesitate.
hey            65	12	20	12	8	6	7	Hey, we'll get them on one of those video shows, you know,
hick           1	0	0	0	1	0	0	Merle? What kind of hick name is that?
hidden         1	0	0	0	1	0	0	and have 'em be hidden.
hide           1	0	0	1	0	0	0	Hell if I'm gonna hide from him.
high           3	1	0	1	0	0	1	All available units, high speed pursuit
higher         1	0	0	0	1	0	0	See? So the flames can be a little higher
highway        4	4	0	0	0	0	0	Highway 18 south GTAAD W217 243.
hillbilly      1	0	0	0	1	0	0	That hillbilly jumps Felipe's little cousin,
hills          1	0	0	1	0	0	0	Well, the alarm was echoing all over these hills.
him            70	11	4	20	23	6	6	I'm gonna smack him dead.
himself        1	0	0	0	1	0	0	He have his trouble but he pull himself together.
hinted         1	0	0	0	0	0	1	I never even hinted, just--
his            37	3	3	7	19	3	2	William. He said his name today...
hit            8	0	0	0	2	2	4	Maybe Florida wasn't hit so bad.
hits           1	0	0	0	0	0	1	- Vi, define. - HITs--
hmm            3	1	2	0	0	0	0	You probably could tell, hmm?
hold           8	0	1	1	2	2	2	That glass won't hold forever.
hole           1	0	1	0	0	0	0	If you want me to go down this gnarly hole, fine--
holes          1	0	0	0	1	0	0	Why I dug the holes.
holler         1	0	1	0	0	0	0	And if you see anything, holler. I'll come running.
holy           2	1	0	1	0	0	0	Holy shit.
home           6	3	0	2	0	1	0	It's like I... come home, house all lit up,
homes          2	0	0	0	2	0	0	- Shut up. - Hey, that's that vato right there, homes.
homie          1	0	0	0	1	0	0	and his little bastard homie friends.
honey          1	0	0	1	0	0	0	and built-in grinder, honey.
honeybunch     1	0	1	0	0	0	0	Hey, honeybunch,
hood           3	0	0	3	0	0	0	Pop the hood, please. Pop the damn hood,
hook           1	0	0	0	1	0	0	But in my day it was all about getting the hook seated.
hooked         2	0	0	1	0	0	1	so I handcuffed him on a roof, hooked him to a piece of metal.
hope           17	4	1	2	2	3	5	They hope you come back real soon.
hoping         3	0	1	0	1	0	1	I'm hoping to hear somebody's voice
horn           1	0	0	0	0	1	0	you're gonna hit your horn one time.
horse          1	0	1	0	0	0	0	and joined the feeding frenzy where the horse went down.
horses         1	1	0	0	0	0	0	Food, shelter, people, other horses too, I bet.
hose           5	0	1	2	0	2	0	Boy, that hose isn't long for this world, is it?
hospital       4	1	0	3	0	0	0	In a hospital.
host           2	0	0	0	0	0	2	It seems to me we haven't thanked our host properly.
hostage        1	0	0	0	1	0	0	My people got attacked and you show up with Miguel hostage--
hostile        1	0	0	0	0	1	0	Crossing 100 miles of hostile territory?
hot            4	1	0	0	0	1	2	Hot water!
hour           1	0	0	0	0	0	1	That started as we approached the half-hour mark.
hours          4	0	0	0	1	1	2	Dale says you've been out here for hours.
house          4	3	0	1	0	0	0	It's like I... come home, house all lit up,
housing        1	0	0	0	0	0	1	Including housing, so you'll have to make do here.
how            46	9	5	10	11	4	7	I never met a woman who knew how to turn off a light.
huge           1	1	0	0	0	0	0	Huge, when they said it, before the broadcast stopped.
huh            18	0	5	4	5	2	2	We're gonna have ourselves a little powwow, huh?
human          4	0	1	1	0	0	2	You can't, man. It's not human.
hunch          1	0	0	0	0	1	0	If one of us suggested, based on a hunch,
hundreds       1	0	1	0	0	0	0	Hundreds of 'em. We're surrounded.
hungover       1	0	0	0	0	0	1	- Morning. - Are you hungover?
hungry         1	1	0	0	0	0	0	but in a group all round up and hungry...
hunkered       1	1	0	0	0	0	0	We just stayed hunkered down.
hunt           1	0	0	1	0	0	0	when he gets back from his hunt.
hurl           1	0	1	0	0	0	0	- I am so gonna hurl. - Later.
hurry          1	0	1	0	0	0	0	- get us back up here in a hurry. - Okay.
hurt           8	2	1	1	3	0	1	No, no, no, no... He's hurt!
hurting        2	0	0	0	2	0	0	What does it matter? I'm not hurting anyone.
husband        5	0	0	2	0	2	1	Your husband did what was necessary.
idea           5	1	0	0	2	1	1	Folks got no idea what they're getting into.
ideas          1	0	1	0	0	0	0	If bad ideas were an Olympic event,
idiot          2	0	0	1	1	0	0	And then this idiot, he takes a swing,
idiots         1	1	0	0	0	0	0	Sounds like they're chasing those idiots up and down every back road we got.
ignites        1	0	0	0	0	0	1	The vacuum-pressure effect ignites the oxygen
ignition       1	0	0	0	0	0	1	cocoists of a two-stage aerosol ignition
illegal        1	0	0	1	0	0	0	Chokehold's illegal.
imagine        1	1	0	0	0	0	0	Imagine going to school with that in your head.
imagined       1	0	0	0	0	1	0	- You imagined it. - It moved.
imagining      1	0	1	0	0	0	0	- imagining things. It happens. - I saw it.
impatient      1	1	0	0	0	0	0	everything I say makes her impatient,like she didn't want to hear it after all.
impending      1	0	0	0	1	0	0	Had I been informed of the impending apocalypse
important      2	0	0	0	1	1	0	Time-- it's important to keep track, isn't it?
impulse        1	0	0	0	0	0	1	high-impulse thermobaric fuel-air explosives
impulses       1	0	0	0	0	0	1	electric impulses in the brain
inbred         1	0	1	0	0	0	0	No dumb-as-shit, inbred white-trash fools either.
including      1	0	0	0	0	0	1	Including housing, so you'll have to make do here.
indicate       1	0	0	0	0	1	0	Air qualifiers indicate corrosive fumes.
individual     1	0	0	0	1	0	0	which will fit your individual needs
infected       4	0	0	0	0	1	3	What's the difference? They're all infected.
informed       1	0	0	0	1	0	0	Had I been informed of the impending apocalypse
inhaled        1	0	0	0	0	1	0	Corrosive element is deemed poisonous if inhaled.
injury         1	0	0	0	1	0	0	He can't get far with that injury.
insane         1	0	0	0	0	0	1	- But that's insane! - no, it's completely sane.
instead        3	0	0	0	1	1	1	I'll go forward instead,
instinct       1	0	0	0	0	0	1	Just a shell driven by mindless instinct.
instincts      1	0	0	0	0	1	0	I trust his instincts.
intention      1	0	1	0	0	0	0	- It wasn't my intention. - Yeah, whatever. Yeehaw.
intentions     1	0	0	0	1	0	0	with just my good intentions, okay?
interest       1	0	0	1	0	0	0	What he would or wouldn't do doesn't interest me.
interested     1	0	0	0	1	0	0	But I've got asian. You interested?
internal       1	0	0	0	0	0	1	Enhanced internal view.
intersection   1	1	0	0	0	0	0	Roger that. We're 5 minutes out on the route 18 intersection.
interstate     2	2	0	0	0	0	0	18, 2 miles west of Interstate 85
into           19	3	5	4	1	4	2	Cause he would have ripped into you.
invades        1	0	0	0	0	0	1	It invades the brain like meningitis.
investment     1	0	0	1	0	0	0	Think of the bolt cutters as an investment.
involved       1	0	1	0	0	0	0	parley, as long as there's some kind of mutual gain involved.
italy          2	0	0	0	0	0	2	You know, in Italy,
item           2	0	0	0	0	2	0	Item-- I finally got the scrubbers
its            1	1	0	0	0	0	0	Station got its own propane system.
itself         2	0	0	0	0	0	2	It's not up to me. Zone 5 is shutting itself down.
jacqui         2	0	2	0	0	0	0	You be my wingman. Jacqui stays here.
jammed         1	0	1	0	0	0	0	I don't want you all jammed up behind me getting me killed.
jeez           3	0	2	0	1	0	0	Oh Jeez.
jenner         8	0	0	0	0	1	7	Jenner here.
jesus          11	0	0	6	1	1	3	God! Jesus!
jim            26	0	0	0	16	8	2	Jim? You okay?
jimbo          1	0	0	0	0	1	0	Wake up, Jimbo. We've got some work to do.
job            4	1	1	2	0	0	0	and my job, apparently because...
jobs           1	0	1	0	0	0	0	Okay, everybody knows their jobs.
john           1	1	0	0	0	0	0	Shane, you in the john?
join           2	0	0	0	2	0	0	Why don't you come join in with the rest of us?
joined         1	0	1	0	0	0	0	and joined the feeding frenzy where the horse went down.
joke           1	1	0	0	0	0	0	- Is this a joke? - No, serious.
jorge          1	0	0	0	1	0	0	The bag Felipe and Jorge were going back to get.
judge          1	0	0	0	1	0	0	He is not judge and jury. Who voted you king boss, huh?
juice          1	0	0	0	0	0	1	Ran out of juice.
jump           1	0	1	0	0	0	0	Jump off the right side of the tank,
jumped         2	0	0	0	2	0	0	Came out of nowhere and jumped me.
jumps          1	0	0	0	1	0	0	That hillbilly jumps Felipe's little cousin,
jury           2	0	0	0	1	1	0	He is not judge and jury. Who voted you king boss, huh?
just           146	19	13	35	28	19	32	just figured out that the light switch see, goes both ways,"
kapow          1	1	0	0	0	0	0	Deadly as Dillinger Kapow.
keel           1	0	0	0	1	0	0	You keep this up, you're gonna keel over out here.
keep           31	0	4	3	8	8	8	keep going in that direction.
keeping        2	0	1	0	1	0	0	I bet. That's what you get for keeping me waiting.
keeps          1	0	0	0	1	0	0	Still, it keeps the crew busy,
kept           7	0	0	0	0	1	6	I kept 'em safe, man.
kermit         1	0	0	1	0	0	0	Cajun-style kermit legs.
key            7	1	3	3	0	0	0	I mean every woman, I ever let have a key, I swear to God.
keys           2	0	2	0	0	0	0	those trucks, they always keep keys on hand.
kick           1	0	0	0	1	0	0	I'm gonna kick your nuts up in your throat!
kid            4	1	1	0	2	0	0	She said that in front of our kid.
kidding        3	0	1	0	1	0	1	Ease up? You're kidding me, right?
kids           2	0	0	0	0	0	2	There's a rec room down the hall that you kids might enjoy.
kill           10	3	1	0	3	1	2	Or I will kill you.
killed         4	1	1	2	0	0	0	Fever would have killed you by now.
killing        6	0	0	0	0	6	0	God, this ride is killing me.
kills          1	0	1	0	0	0	0	It'll be the fall that kills us.
kilter         1	0	0	0	0	1	0	I'm just feeling very off-kilter these days.
kind           12	3	4	1	3	1	0	You share your feelings and that kind of stuff?
kinder         1	0	0	0	0	0	1	Wouldn't it be kinder,
kinds          1	0	0	0	0	1	0	- Exposing them to all kinds of risks?　- As opposed to what?
king           1	0	0	0	1	0	0	He is not judge and jury. Who voted you king boss, huh?
kiss           1	0	0	1	0	0	0	or you can kiss my lily-white ass.
kittens        2	0	2	0	0	0	0	puppies and kittens.
knew           10	2	1	3	3	0	1	I never met a woman who knew how to turn off a light.
knife          1	0	0	1	0	0	0	Watch the knife!
knock          2	0	1	1	0	0	0	Why don't you knock that crap off?
knot           2	0	0	0	2	0	0	Why would he do that? He only ever used a fisherman's knot.
knots          4	0	0	0	4	0	0	Didn't dad teach you to tie nail knots?
know           106	20	10	18	13	24	21	You know what I wanna say.
knowing        1	0	0	0	0	1	0	not knowing if it's day or night.
known          2	0	0	0	0	1	1	I've known this man a long time.
knows          3	0	1	1	1	0	0	Okay, everybody knows their jobs.
korean         1	0	0	0	1	0	0	- I'm Korean. - Whatever.
lab            1	0	0	0	1	0	0	Get to the lab. Go.
labor          1	0	0	1	0	0	0	I'm beginning to question the division of labor here.
labs           1	0	0	0	0	0	1	they stayed in the labs till the end.
lad            1	0	0	0	0	0	1	There you are, young lad.
ladies         1	0	0	0	1	0	0	Ladies...
lady           2	0	0	1	1	0	0	You're gonna be loving those frog legs, lady.
language       1	0	0	1	0	0	0	- You don't speak my language. - That's four.
last           17	2	1	4	4	2	4	Last thing she said this morning?
late           2	0	1	0	0	0	1	It's late. They should've been back by now.
lately         1	1	0	0	0	0	0	lately whenever I try...
later          3	0	1	2	0	0	0	- I am so gonna hurl. - Later.
laughing       1	0	0	0	0	1	0	that's god laughing while you make plans.
launcher       1	0	0	0	0	0	1	Those doors are designed to withstand a rocket launcher.
laundry        1	0	0	1	0	0	0	You don't like how your laundry is done,
lay            1	1	0	0	0	0	0	No, not with our herds, so we had to find a place to lay low.
learn          4	3	0	0	1	0	0	"and you are still too damn stupid to learn how to turn off a switch?
least          13	4	0	3	4	0	2	The least you could do is speak.
leave          33	2	18	2	2	7	2	They're struck blind the second they leave a room.
leaving        5	0	1	1	0	3	0	- They're leaving us. - What? What?
led            1	0	0	0	0	1	0	You led us into a graveyard!
left           30	3	0	8	6	4	9	turn off every single light this chick left on.
legend         1	0	0	1	0	0	0	Heroes, son, spoken of in song and legend.
legs           3	0	0	3	0	0	0	- You ever eat frog legs? - Eww!
lending        1	0	0	1	0	0	0	I never like lending tools.
leon           3	3	0	0	0	0	0	What I think, Leon, is that you need to stay focused.
less           2	0	1	0	1	0	0	Okay, the street on the other side of the tank is less crowded.
let            23	3	1	5	4	5	5	I mean every woman, I ever let have a key, I swear to God.
letting        1	0	0	0	0	0	1	I've already broken every rule in the book letting you in here.
level          1	0	0	0	1	0	0	but only if we keep a level head.
liar           2	0	1	0	1	0	0	- You liar! - I'm sorry. Man, I'm sorry.
license        1	0	1	0	0	0	0	Georgia license.
lie            5	0	1	1	2	0	1	You lie! You did it on purpose!
life           10	1	0	2	2	0	5	you've been hearing this your entire　life
lifeless       1	0	0	0	0	0	1	Dark, lifeless, dead.
lifeline       1	0	0	0	0	1	0	If we're looking for a lifeline,
light          7	6	0	0	0	0	1	I never met a woman who knew how to turn off a light.
lighting       1	0	0	0	0	0	1	- Emergency lighting on. - What the hell is this?
lightly        1	0	0	1	0	0	0	And it is an art, my friend. It is not to be taken lightly.
lights         7	2	0	0	0	0	5	"telling me to turn off the damn lights."
like           71	16	12	11	12	6	14	It's like I... come home, house all lit up,
lily           1	0	0	1	0	0	0	or you can kiss my lily-white ass.
limits         1	0	0	1	0	0	0	From now on, my family is off-limits to you.
linclon        1	1	0	0	0	0	0	and we'll patch in Linclon County Sheriff radio.
lincoln        2	2	0	0	0	0	0	in progress Lincoln county units request local assistance.
linda          1	1	0	0	0	0	0	Linda and Diane from dispatch, they picked these out.
line           3	0	0	0	2	1	0	Hey, Dale. When's the last time you oiled those line reels?
lines          1	0	0	0	0	1	0	The military were on the front lines of this thing.
list           1	0	0	0	0	1	0	I guess I'll just add it to the list of habits that I'm breaking
listen         13	1	2	1	1	3	5	Well,listen...
listened       1	0	0	0	0	0	1	And I listened for a heartbeat and I did not hear one.
listening      4	0	1	1	0	2	0	Have you been listening? You're running out of time.
lit            1	1	0	0	0	0	0	It's like I... come home, house all lit up,
little         34	5	3	11	9	1	5	Little girl?
live           1	0	0	0	0	1	0	Man, I'm not sure I could live with that.
lives          2	0	0	1	0	1	0	He's not worth one of your lives, even with guns thrown in.
living         2	0	0	0	0	2	0	We don't kill the living.
loaded         2	0	0	0	2	0	0	Or you come back locked and loaded,
loading        1	1	0	0	0	0	0	Out on the loading dock, hauling trucks.
loathing       1	1	0	0	0	0	0	This look and loathing you would not believe.
lobe           1	0	0	0	0	0	1	The frontal lobe, the neocortex,
local          1	1	0	0	0	0	0	in progress Lincoln county units request local assistance.
lock           1	0	0	0	0	0	1	Did you just lock us in?
locked         5	0	0	0	2	0	3	Or you come back locked and loaded,
log            1	0	0	1	0	0	0	Hey, Ed, you want to rethink that log?
long           15	1	2	2	4	3	3	But we'll be fine long as we stay quiet.
longer         1	0	0	1	0	0	0	Baby, the more you fidget, the longer it takes.
longest        1	0	0	0	0	0	1	The longest we heard of was eight hours.
look           42	11	4	9	6	8	4	This look and loathing you would not believe.
looked         2	0	0	0	0	2	0	If you'd have looked after your own--
looking        4	0	1	0	1	2	0	is a man looking for his wife and son.
looks          1	0	0	1	0	0	0	Yeah, looks don't deceive. I barely got them out,
loose          2	0	1	1	0	0	0	If I get loose, you'd better pray--
looting        1	0	1	0	0	0	0	Would it be considered looting?
lord           1	1	0	0	0	0	0	Oh, my Lord.
lori           17	7	0	5	1	2	2	So how's it with Lori, man?
lose           1	0	1	0	0	0	0	Anybody that gets in the way of that is gonna lose.
losing         1	1	0	0	0	0	0	And he's not losing his mother too, ok?
loss           4	0	0	0	1	1	2	Any man can pass out from blood loss,
losses         2	0	0	0	0	2	0	I'm thinking maybe our losses wouldn't have been so bad.
lost           7	0	0	2	1	2	2	I thought we had lost you folks for sure.
lot            13	4	0	2	1	3	3	- But you know about the dead people, right? - Yeah, I saw a lot of that.
love           12	1	1	2	0	3	5	They wanted me to bring them down, they send their love and they just...
loved          2	0	0	0	0	0	2	before everybody you loved was dead.
loves          1	0	1	0	0	0	0	She loves mermaids.
loving         1	0	0	1	0	0	0	You're gonna be loving those frog legs, lady.
low            2	1	0	1	0	0	0	No, not with our herds, so we had to find a place to lay low.
lucid          1	0	0	0	0	1	0	And he's lucid?
luck           3	0	2	0	0	1	0	Any luck?
lucky          2	0	0	1	0	1	0	let's just hope four is your lucky number, okay?
lures          2	0	0	0	2	0	0	Did dad teach you mostly dry lures?
luxury         1	1	0	0	0	0	0	Yeah, that, uh... That's a luxury we can't afford.
lying          4	0	0	0	0	0	4	There were plenty left lying around. I familiarized myself.
machines       1	0	0	0	0	0	1	He was hooked up to machines and I did not know what to do.
made           5	0	0	1	1	2	1	It's because of them that I made it back to you at all.
madre          1	0	1	0	0	0	0	Madre de dios!
main           3	0	0	0	0	0	3	Vi, seal the main entrance.
major          2	0	1	0	0	0	1	You'd be having a major freak-out.
make           29	3	10	3	4	3	6	Make sure you got a round in the chamber and your safety off.
makes          6	1	1	1	0	2	1	everything I say makes her impatient,like she didn't want to hear it after all.
making         1	0	0	0	1	0	0	Fine, I'm making it up.
male           1	1	0	0	0	0	0	Suspects are two male Caucasians.
mama           1	0	0	1	0	0	0	- Mama! Mommy! - Rick!
man            102	16	28	15	16	18	9	Still man, that... that earns me this.
manage         2	0	0	2	0	0	0	Do you think we can manage that?
mangroves      1	0	0	0	0	1	0	Watch the mangroves.
manhole        1	0	1	0	0	0	0	You see any manhole covers?
maniac         1	0	1	0	0	0	0	- What is that maniac doing? - Come on, let's go.
manly          1	0	0	1	0	0	0	with some manly dignity and
manpower       1	0	0	0	0	1	0	instead you went off. You took half our manpower with you.
many           4	0	1	1	0	0	2	Whoever did it was thinking not many geeks would get through.
map            3	0	0	0	0	3	0	You can see it on a map.
mark           1	0	0	0	0	0	1	That started as we approached the half-hour mark.
marking        1	0	0	0	1	0	0	I've been marking days on the calendar just to make sure.
marriage       3	0	0	0	1	2	0	That is their marriage. That is not his.
mass           1	0	0	0	1	0	0	like a village priest saying mass.
massacre       1	0	0	0	0	0	1	It was a massacre. There were walkers everywhere.
match          2	0	0	2	0	0	0	date back to the '70s, don't match any other bandwidth--
matter         11	0	0	3	3	0	5	It's my only word on the matter.
mattered       1	0	0	0	0	0	1	I wouldn't have mattered to anybody.
matters        3	0	0	1	0	0	2	It doesn't matter what Shane says. It matters what I say.
mausoleum      1	0	0	0	1	0	0	"I give you the mausoleum
may            13	2	1	0	4	4	2	Look, man, I may have a... fail to amuse with my sermon, but I did try.
maybe          33	6	5	6	8	5	3	"maybe you, and every other pair of boobs on this planet
maytag         2	0	0	2	0	0	0	ain't half as good as my old Maytag back home.
mcdaniel       1	0	0	1	0	0	0	women wound up doing all the Hattie Mcdaniel work?
meager         1	0	0	1	0	0	0	Words can be meager things.
mean           22	4	2	3	3	4	6	I mean every woman, I ever let have a key, I swear to God.
means          3	0	2	1	0	0	0	Now that means I'm the boss, right?
meant          4	1	1	1	0	1	0	Not what I meant.
meat           2	0	2	0	0	0	0	Only dark meat and white meat.
medevac        1	0	0	1	0	0	0	they were gonna medevac you and the other patients to Atlanta,
medicated      1	0	0	0	0	0	1	Is he nuts, medicated, what?
medicine       3	0	0	0	3	0	0	He needs his medicine.
meet           3	0	1	1	1	0	0	facing the street-- meet us there and be ready.
memo           1	0	0	1	0	0	0	The world ended. Didn't you get the memo?
memories       1	0	0	0	0	0	1	experiences, memories.
men            7	2	0	2	3	0	0	What's the difference between men and women?
meningitis     1	0	0	0	0	0	1	It invades the brain like meningitis.
mention        1	0	0	0	0	1	0	Did I ever mention
mentioned      1	0	0	0	1	0	0	I thought I mentioned that.
merciful       1	0	0	1	0	0	0	No no, merciful christ!
merle          29	0	5	16	8	0	0	Now Merle, just relax, okay?
mermaids       2	0	2	0	0	0	0	But mermaids, they rule.
messages       1	0	0	0	0	0	1	that carry all the messages.
met            6	2	0	1	3	0	0	I never met a woman who knew how to turn off a light.
metal          2	0	0	2	0	0	0	so I handcuffed him on a roof, hooked him to a piece of metal.
microbial      1	0	0	0	0	0	1	It could be microbial, viral, parasitic, fungal.
might          10	0	1	2	2	2	3	somebody might do the same for me.
mighty         1	0	0	1	0	0	0	There was some mighty bold talk about catching frogs.
miguel         3	0	0	0	3	0	0	- Guns? - The bag Miguel saw in the street.
mijo           2	0	0	1	1	0	0	Mijo, leave your sister alone.
miles          8	1	1	2	0	4	0	18, 2 miles west of Interstate 85
military       3	1	0	0	0	1	1	Military protection food, shelter... They told people to go there.
millisecond    1	0	0	0	0	0	1	A millisecond. No pain.
mind           5	1	2	2	0	0	0	The same chick, mind ya.
mindless       1	0	0	0	0	0	1	Just a shell driven by mindless instinct.
minds          2	0	0	0	0	2	0	their minds without bringing my marriage into it.
mine           10	1	1	1	6	1	0	I'll turn mine on, a few minutes every day at dawn.
minute         9	0	1	2	1	1	4	- Come back, man! - Wait a minute!
minutes        9	3	0	0	0	1	5	Roger that. We're 5 minutes out on the route 18 intersection.
miracle        1	0	0	0	0	0	1	It's a miracle, isn't it?
misinterpreting1	0	0	0	0	1	0	you're misinterpreting me.
misread        1	0	0	0	1	0	0	Unless I've misread the signs,
miss           7	1	0	5	1	0	0	Be hard to miss.
missed         2	0	1	0	0	1	0	And I'm drawing the geeks away how? I-- I missed that part.
missing        4	1	1	0	2	0	0	A lot of it's gone missing.
missy          1	0	0	1	0	0	0	Ain't my job, missy.
mistake        2	0	0	0	0	2	0	I still think it's a mistake not burning these bodies.
mistaken       1	0	0	0	1	0	0	- That bag of guns. - You're mistaken.
mistakes       2	0	0	1	1	0	0	But the mistakes--
